## Van Noten et al. JOSE - Electronic Supplement S2 - Results of the HVSR Survey south of Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Nr: number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Date: date of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Name: ID name of measurement (A, B, C are measured with different Citysharks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Easting: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Northing: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lon: longitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lat:latitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Gain: amplification gain on Cityshark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ovmx: allowed saturation percentage (in %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Rec. time: recording time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SR: Sampling rate (in Hz) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Start time: starting time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#End time: End time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Filename: Filenumber of raw ambient noise data file (available upon request),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 min: f0_win/stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_win: average resonance frequency by taking the f0 of each individual window and averaging all f0 values from these windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 average: scanning the average curve and identifying the frequency at which the maximum amplitude occurs (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip: resonance frequency computed after interpolating the HV-Amplitude graph using python (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip_diff: difference between f0_ip and f0 average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#error: standard deviation on f0 (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 max: f0_win.stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A0: maximum amplitude (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#nw: number of windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Geology: Cover geology of the location (see paper for abbreviations; al = alluvium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Group: Group number of the location (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BM: Stratigraphy of bedrock of the Brabant Massif (pTu: Tubize Formation; pBl: Blanmont Formation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_max: maximum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_freq: Resonance frequency at A_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_Azi: Azimuth at which resonance frequency is maximum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_min: minimum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_fre q:  Azimuth at which resonance frequency is minimal (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_Azi: Azimuth at which resonance frequency is minimum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nr,Date,Name,Easting,Northing,lat,lon,Z (DEM),Gain,Ovmx,Rec. time,SR,Start time,End time,Filename,f0 min,f0_win,f0 average,f0_ip,f0_ip_diff,error,f0 max,A0,nw,Geology,Region,BM,Th_indiv,Top_indiv,Th_all,Top_all,diff,borehole,A_max,max_freq,max_Azi,A_min,min_freq,min_Azi
283,28/08/2017,B165,150687.8743,158703.5199,50.73885943,4.378495663,107.64,256,5,00:20,100,13:37,13:57,170828_1337.165,0.954,1.024,1.037,1.019,-0.005,0.07,1.093,9.756,24,Br,R3,PBl,85.94,21.7,85.87,21.77,0.07,,10.347,1.06831,10,8.41908,1.01859,90
284,28/08/2017,B166,150130.0801,158818.0838,50.73988977,4.37059354,108,256,5,00:20,100,14:11,14:31,170828_1411.166,0.95,0.995,0.985,0.979,-0.016,0.045,1.04,11.593,16,Br,R3,PBl,91.77,16.23,91.85,16.15,-0.08,,12.0918,0.967873,0,9.71006,0.98449,100
285,28/08/2017,B167,151531.1005,158713.4061,50.73894663,4.390441552,115.94,256,5,00:20,100,14:47,15:07,170828_1447.167,0.995,1.03,1.037,1.032,0.002,0.035,1.065,16.849,21,Br,R3,PBl,84.17,31.77,84.05,31.89,0.11,,14.4822,1.03255,110,11.7082,1.05028,20
286,28/08/2017,B168,148151.7146,158394.7626,50.73608146,4.342567809,105.68,128,5,00:20,100,15:40,16:00,170828_1540.168,1.132,1.163,1.15,1.165,0.002,0.031,1.193,16.679,24,Br,R3,PBl,68.98,36.7,68.54,37.14,0.44,,14.7066,1.1514,170,12.9434,1.18319,80
287,31/08/2017,B170,147721.2082,159582.3326,50.74675594,4.336462095,106.05,128,5,00:20,100,10:32,10:52,170831_1032.170,1.033,1.069,1.037,1.062,-0.006,0.036,1.105,13.835,14,Br,R3,PBl,80.3,25.75,80.1,25.95,0.2,,10.8918,1.06831,0,8.91496,1.08296,80
288,31/08/2017,B171,146981.6609,160031.7391,50.75079269,4.325979687,122.26,128,5,00:20,100,11:14,11:34,170831_1114.171,1.005,1.092,1.037,1.022,-0.069,0.087,1.179,9.134,17,Mal,R3,PBl,85.52,36.74,85.44,36.82,0.08,,4.29672,1.01859,0,4.20307,1.06468,130
289,31/08/2017,B172,146901.3144,159753.6916,50.7482927,4.324843436,118.56,128,5,00:20,100,11:38,11:58,170831_1138.172,0.952,1.024,0.985,0.996,-0.028,0.072,1.096,12.657,21,Ld,R3,PBl,89.22,29.34,89.23,29.33,-0.02,,13.9652,0.967873,10,11.119,1.08296,70
290,31/08/2017,B173,146784.5851,159507.2756,50.74607686,4.323191531,117.75,128,5,00:20,100,12:05,12:25,170831_1205.173,1.001,1.066,1.15,1.152,0.086,0.065,1.131,11.203,22,Ld,R3,PTu,70.27,47.48,69.85,47.9,0.42,,12.8499,1.00139,170,10.5372,1.11666,40
291,31/08/2017,B174,147185.0824,159475.7332,50.74579534,4.328866415,102.27,128,5,00:20,100,12:35,12:55,170831_1235.174,0.985,1.056,1.037,1.046,-0.01,0.071,1.126,11.799,26,Br,R3,PBl,82.33,19.94,82.17,20.1,0.16,,11.4333,1.10189,140,10.2609,1.06468,80
292,31/08/2017,B175,146016.6245,159174.8745,50.74308398,4.312313832,113.58,128,5,00:50,100,13:17,14:07,170831_1317.175.176,1.198,1.237,1.211,1.231,-0.006,0.039,1.277,12.943,49,Ld,R3,PTu,63.02,50.56,62.47,51.11,0.55,,13.2314,1.23253,110,10.7627,1.21586,10
293,31/08/2017,B177,145663.7546,159273.7303,50.74397018,4.307313189,111.11,128,5,00:20,100,14:27,14:47,170831_1427.177,1.133,1.164,1.15,1.158,-0.006,0.031,1.195,12.846,26,Ld,R3,PTu,69.67,41.44,69.24,41.87,0.43,,12.6543,1.16719,90,12.2663,1.15533,160
294,31/08/2017,B178,145383.763,159705.1681,50.74784657,4.303340837,99.02,128,5,00:20,100,14:58,15:18,170831_1458.178,1.125,1.15,1.15,1.155,0.005,0.025,1.175,16.03,23,Br,R3,PTu,69.97,29.05,69.54,29.48,0.42,,15.0941,1.16322,140,13.2214,1.16719,40
295,31/08/2017,B179,144939.0288,160187.9681,50.75218316,4.297032617,62.74,128,5,00:20,100,15:27,15:47,170831_1527.179,1.395,1.532,1.568,1.553,0.021,0.136,1.668,6.123,21,KoMo,R1,PTu,42.12,20.62,42.25,20.49,-0.13,,5.92793,1.5326,30,3.82951,1.64619,120
296,31/08/2017,B180,144630.327,159543.9467,50.74639084,4.292667322,91.27,128,5,00:20,100,15:59,16:19,170831_1559.180,1.197,1.22,1.211,1.218,-0.002,0.023,1.243,18.729,21,Br,R3,PTu,64.13,27.14,63.6,27.67,0.53,,16.2475,1.21586,160,14.5338,1.21586,40
297,12/09/2017,B181,146640.7776,165178.9418,50.79706258,4.321103096,28.03,32,5,00:30,100,11:16,11:46,170912_1116.181,1.569,1.616,1.608,1.605,-0.011,0.047,1.663,8.038,15,KoSm_Al,R2,PTu,38.94,-10.91,39.97,-11.94,-1.04,,6.40996,1.60196,140,5.36209,1.59651,50
298,12/09/2017,B182,146792.7347,165326.7461,50.79839213,4.323257245,42.53,64,5,00:30,100,11:53,12:23,170912_1153.182,1.332,1.368,1.354,1.375,0.007,0.037,1.405,9.375,31,KoMo,R1,PTu,51.57,-9.04,51.86,-9.33,-0.29,,9.00911,1.38379,140,8.58594,1.38379,70
299,12/09/2017,B183,147004.649,165268.0672,50.79786574,4.326263666,42.36,64,5,00:30,100,12:30,13:00,170912_1230.183,1.237,1.269,1.264,1.27,0.001,0.032,1.301,10.107,29,KoMo,R1,PTu,58.85,-16.49,59.28,-16.92,-0.42,,9.87265,1.26657,60,7.13348,1.29711,160
300,12/09/2017,B184,147200.2559,165114.4027,50.79648531,4.329039417,32.08,128,5,00:30,100,13:09,13:39,170912_1309.184,1.326,1.365,1.354,1.362,-0.003,0.039,1.405,6.168,13,KoSm_Al,R2,PTu,51.77,-19.69,52.69,-20.61,-0.92,,9.25696,1.22835,20,6.92448,1.29711,110
301,12/09/2017,B185,147301.1915,165309.491,50.79823955,4.330469705,37.94,128,5,00:30,100,13:49,14:19,170912_1349.185,1.281,1.316,1.308,1.315,-0.001,0.036,1.352,7.631,18,KoSm_Al,R2,PTu,55.02,-17.08,55.9,-17.96,-0.88,,8.12411,1.22001,40,5.82572,1.23674,140
302,12/09/2017,B186,147474.575,165530.6812,50.80022873,4.332927614,46.68,32,5,00:30,100,14:36,15:06,170912_1436.186,1.224,1.268,1.264,1.27,0.002,0.044,1.313,7.592,37,KoMo,R1,PTu,58.85,-12.17,59.28,-12.6,-0.42,,6.96961,1.26657,50,5.82924,1.30154,140
303,12/09/2017,B187,147714.3187,165607.9124,50.80092398,4.336327985,41.52,32,5,00:30,100,15:14,15:44,170912_1514.187,1.255,1.298,1.308,1.302,0.005,0.043,1.341,6.296,12,KoMo_Al,R2,PTu,55.98,-14.46,56.85,-15.33,-0.87,,4.69954,1.27957,30,4.11069,1.33747,150
304,12/09/2017,B188,147890.1034,165754.5716,50.80224304,4.338820763,45.77,128,5,00:20,100,15:54,16:14,170912_1554.188,1.124,1.158,1.14,1.155,-0.003,0.034,1.192,10.258,30,KoMo_Al,R2,PTu,68.91,-23.14,69.54,-23.77,-0.63,,10.4381,1.16719,30,8.55928,1.18319,140
305,26/06/2017,B301,151045.8672,162321.8863,50.771387,4.383578,119.09,128,5,00:20,100,09:57,10:17,170626_0957.301,0.811,0.859,0.843,0.863,0.004,0.048,0.907,10.411,37,Shh,R3,PTu,112.87,6.22,113.57,5.52,-0.7,,10.1551,0.847526,10,8.10965,0.932296,90
306,26/06/2017,B302,151134.945,162921.9022,50.77678078,4.384842745,125.48,512,5,00:20,100,10:49,11:09,170626_1049.302,0.772,0.794,0.801,0.797,0.003,0.022,0.817,14.062,37,Shh,R3,PTu,128.62,-3.14,129.85,-4.37,-1.23,,14.6425,0.799865,20,11.9087,0.799865,100
307,26/06/2017,B303,151463.4811,162723.8952,50.775,4.3895,126.88,128,5,00:20,100,11:38,11:58,170626_1138.303,0.772,0.794,0.801,0.797,0.003,0.022,0.815,16.029,33,Shh,R3,PTu,128.62,-1.74,129.85,-2.97,-1.23,,16.6568,0.799865,60,13.9764,0.799865,140
308,26/06/2017,B304,151188.6528,162346.6798,50.7716096,4.3856023,119.64,128,5,00:20,100,12:18,12:38,170626_1218.304,0.832,0.883,0.888,0.89,0.007,0.05,0.933,10.122,28,Mal,R3,PTu,107.31,12.33,107.84,11.8,-0.53,,8.49456,0.898027,100,8.08163,0.91656,170
309,26/06/2017,B305,150742.7892,162145.7969,50.7698045,4.379281,126.11,256,5,00:20,100,13:09,13:29,170626_1309.305,0.82,0.849,0.843,0.85,0.001,0.029,0.877,13.44,26,Shh,R3,PTu,115.72,10.39,116.51,9.6,-0.79,,5.45829,0.879868,30,5.06252,0.891932,120
310,26/06/2017,B306,150753.9541,162249.1057,50.7707332,4.3794395,120.34,128,5,00:20,100,13:43,14:03,170626_1343.306,0.809,0.852,0.843,0.853,0.001,0.043,0.895,8.91,29,Shh,R3,PTu,115.05,5.29,115.82,4.52,-0.77,,8.841,0.836062,50,7.71861,0.865017,160
311,26/06/2017,B307,150703.5756,162488.0942,50.7728817,4.3787258,108.23,256,5,00:20,100,14:18,14:38,170626_1418.307,0.826,0.876,0.888,0.886,0.01,0.05,0.926,8.657,7,Ld,R3,PTu,108.11,0.12,108.66,-0.43,-0.55,,7.64759,0.951536,100,7.2605,0.932296,0
312,26/06/2017,B308,150847.2935,162736.3346,50.7751131,4.3807639,109.52,128,5,00:20,100,14:50,15:10,170626_1450.308,0.93,0.989,0.985,0.986,-0.003,0.059,1.048,7.116,18,Ld,R3,PTu,90.71,18.81,90.76,18.76,-0.05,,6.96181,0.967873,30,5.64411,1.03255,110
313,26/06/2017,B309,150676.0503,162706.93,50.774849,4.378336,102.27,64,5,00:20,100,15:23,15:43,170626_1523.309,0.888,0.936,0.935,0.956,0.02,0.048,0.984,9.551,16,Ld,R3,PTu,95.42,6.85,95.6,6.67,-0.18,,4.84188,0.997989,30,4.57415,0.98449,130
314,26/06/2017,B310,150407.8797,162535.7459,50.77331038,4.374533756,103.38,64,5,00:20,100,15:57,16:17,170626_1557.310,0.89,0.944,0.935,0.959,0.015,0.054,0.998,9.753,25,Br,R3,PTu,94.93,8.45,95.1,8.28,-0.17,,8.67867,0.981144,90,7.74827,0.945079,170
315,29/09/2017,B355,148449.2767,165766.9914,50.8023564,4.3467531,61.76,128,5,00:20,100,13:33,13:33,170929_0939.355,0.975,1.024,1.029,1.025,0.001,0.049,1.073,10.788,24,Br,R3,PTu,85.11,-23.35,85.02,-23.26,0.09,,9.82726,1.04671,80,8.73787,1.02904,160
316,29/09/2017,B356,148702.4461,165781.4416,50.8024869,4.3503445,64.15,128,5,00:20,100,13:33,13:33,170929_1008.356,0.97,1.026,1.029,1.041,0.016,0.056,1.082,11.414,16,Br,R3,PTu,82.98,-18.83,82.84,-18.69,0.14,,8.66431,1.03255,60,8.33618,1.05028,130
317,29/09/2017,B357,149105.9524,165885.0805,50.8034193,4.3560684,83.75,128,5,00:20,100,13:33,13:33,170929_1037.357,0.909,0.946,0.96,0.95,0.005,0.037,0.982,10.454,19,Br,R3,PTu,96.41,-12.66,96.62,-12.87,-0.21,,7.98537,0.932296,50,7.39028,0.948302,150
318,29/09/2017,B358,149579.5511,165588.0273,50.8007494,4.3627873,100.3,128,5,00:20,100,13:33,13:33,170929_1126.358,0.931,0.982,0.985,0.973,-0.01,0.051,1.033,6.947,14,Mal,R3,PTu,92.7,7.6,92.81,7.49,-0.11,,6.46736,0.935475,0,6.0349,0.948302,50
319,29/09/2017,B359,149703.5799,165447.7138,50.7994881,4.3645468,108.05,64,5,00:20,100,13:33,13:33,170929_1154.359,0.959,1.061,1.029,1.044,-0.017,0.102,1.163,3.892,30,Mal,R3,PTu,82.58,25.47,82.44,25.61,0.15,,2.75043,1.21586,90,2.57227,1.19942,10
320,29/09/2017,B360,150081.3703,165758.479,50.8022818,4.3699059,115.9,128,5,00:20,100,13:33,13:33,170929_1223.360,0.823,0.847,0.837,0.844,-0.003,0.024,0.871,8.772,33,Shh,R3,PTu,117.07,-1.17,117.91,-2.01,-0.84,,8.24532,0.837098,0,6.73268,0.866357,80
321,29/09/2017,B361,149500.9539,166293.9146,50.807095,4.3616715,100.21,256,5,00:20,100,13:33,13:33,170929_1305.361,0.833,0.867,0.866,0.874,0.007,0.034,0.901,12.379,34,Mal,R3,PTu,110.55,-10.34,111.18,-10.97,-0.63,,13.2556,0.850416,20,10.6717,0.898027,110
322,29/09/2017,B362,148112.1676,165804.3419,50.8026912,4.3419707,46.66,128,5,00:20,100,13:33,13:33,170929_1359.362,1.139,1.198,1.211,1.201,0.003,0.06,1.258,5.713,18,KoMo_Al,R2,PTu,64.4,-17.74,65.12,-18.46,-0.72,,4.89113,1.3084,50,4.27178,1.22152,110
323,29/09/2017,B363,146422.9289,165163.5684,50.7969231,4.3180132,25.5,128,5,00:20,100,13:33,13:33,170929_1445.363,1.554,1.6,1.608,1.294,0.001,0.046,1.646,10.107,19,KoSm_Al,R2,PTu,56.58,-31.08,57.44,-31.94,-0.86,,6.90981,1.60792,20,5.57814,1.60792,90
324,29/09/2017,B364,147642.2645,165889.0034,50.8034506,4.3353041,53.99,128,5,00:20,100,13:33,13:33,170929_1533.364,1.064,1.105,1.092,1.112,0.007,0.04,1.145,6.495,19,Br,R3,PTu,74.46,-20.47,74.13,-20.14,0.33,,6.5002,1.10189,130,5.18008,1.10189,50
326,06/10/2017,B366,147679.8073,160801.5276,50.75771602,4.335867986,102.34,512,5,00:20,111,11:16,11:16,171006_1116.366,0.94,1.1,1.258,1.264,0.006,0.164,1.428,6.57,34,Br,R3,PBl,60.34,42,59.75,42.59,0.59,,6.36,1.27,70,6.04,1.23,170
327,06/10/2017,B367,147151.8814,160268.9516,50.75292601,4.328389987,121.16,512,5,00:20,112,11:54,11:54,171006_1154.367,0.931,0.986,0.986,0.928,0.672,0.055,1.041,1.742,21,Mal,R3,PBl,100.19,20.97,100.51,20.65,-0.31,,3.1212,0.967873,0,2.15784,1.59651,80
328,06/10/2017,B368,146303.5499,160904.533,50.75863502,4.316361956,104.1,512,5,00:20,113,12:23,12:23,171006_1223.368,1.176,1.245,1.269,1.26,0.015,0.069,1.314,8.049,23,Ld,R3,PBl,60.66,43.44,60.07,44.03,0.59,,7.83382,1.23674,150,7.26406,1.26657,60
329,06/10/2017,B369,145944.9875,160993.1493,50.7594293,4.31127917,96.82,512,5,00:20,114,12:50,12:50,171006_1250.369,1.019,1.059,1.053,1.05,-0.009,0.04,1.099,12.892,19,Br,R3,PBl,81.81,15.01,81.64,15.18,0.17,,13.1664,1.06468,90,11.6678,1.03255,0
330,06/10/2017,B370,148376.0726,160717.8456,50.75696604,4.345736168,111.1,512,5,00:20,115,13:33,13:33,171006_1333.370,0.988,1.052,1.053,1.06,0.008,0.064,1.116,8.634,15,Ld,R3,PBl,80.55,30.55,80.35,30.75,0.2,,8.95585,1.08296,110,7.68509,1.11666,10
331,06/10/2017,B371,147933.1858,161329.6485,50.76246461,4.339456111,80.64,512,5,00:20,116,13:33,13:33,171006_1408.371,1.011,1.043,1.053,1.048,0.005,0.033,1.076,10.188,23,Br,R3,PBl,82.07,-1.43,81.91,-1.27,0.16,,10.0547,1.06468,120,8.60702,1.05028,40
332,16/08/2017,C401,150993.2644,160733.7373,50.7571101,4.382827793,122.1,128,5,00:20,100,09:16,09:36,170816_0916.401,0.794,0.853,0.888,0.87,0.017,0.059,0.911,12.331,18,Mal,R3,PTu,111.39,10.71,112.04,10.06,-0.65,,11.2652,0.838913,10,9.13984,0.898027,80
333,16/08/2017,C402,150695.8492,160508.7409,50.7550879,4.378612275,111.21,256,5,00:20,100,09:58,10:18,170816_0958.402,0.853,0.891,0.888,0.883,-0.008,0.038,0.929,12.834,20,Ld,R3,PTu,108.71,2.5,109.28,1.93,-0.57,,12.182,0.867967,0,11.3507,0.882869,60
334,16/08/2017,C403,150899.7463,160472.0675,50.75475792,4.381501753,119.97,128,5,00:20,100,10:24,10:44,170816_1024.403,0.845,0.903,0.888,0.896,-0.007,0.059,0.962,11.144,38,Ld,R3,PTu,106.13,13.84,106.62,13.35,-0.49,,11.8965,0.867967,20,10.006,0.91656,130
335,16/08/2017,C404,151205.1846,160658.3865,50.7564323,4.38583094,119.61,128,5,00:20,100,10:53,11:13,170816_1053.404,0.795,0.87,0.888,0.88,0.01,0.075,0.945,6.22,13,Ld,R3,PTu,109.32,10.29,109.91,9.7,-0.59,,5.63815,0.827566,10,5.10722,0.898027,60
336,16/08/2017,C405,151169.9224,160349.1575,50.75365249,4.38533018,108.41,128,5,00:20,100,11:24,11:44,170816_1124.405,0.863,0.91,0.935,0.916,0.006,0.047,0.957,10.575,27,Br,R3,PTu,102.36,6.05,102.73,5.68,-0.38,,10.5256,0.913445,40,9.60139,0.91656,150
337,16/08/2017,C406,150914.1386,160129.0255,50.75167404,4.381704823,107.13,128,5,00:20,100,11:51,12:11,170816_1151.406,0.892,0.962,0.985,0.963,0.001,0.07,1.032,7.372,16,Br,R3,PTu,94.29,12.84,94.44,12.69,-0.15,,6.54942,0.951536,70,6.07737,0.932296,0
338,16/08/2017,C407,150595.8629,159993.2319,50.75045373,4.377194399,117.53,128,5,00:20,100,12:20,12:40,170816_1220.407,0.918,0.946,0.935,0.946,0,0.028,0.974,14.084,14,Ld,R3,PTu,97.08,20.45,97.31,20.22,-0.23,,8.13567,0.98449,140,6.47879,0.967873,50
339,16/08/2017,C408,150900.1015,160316.2732,50.75335737,4.381506387,112.89,256,5,00:20,100,12:50,13:10,170816_1250.408,0.833,0.91,0.888,0.896,-0.014,0.077,0.987,9.784,29,Ld,R3,PTu,106.13,6.76,106.62,6.27,-0.49,,10.3325,0.882869,30,8.57641,0.935475,120
340,16/08/2017,C409,149967.4872,159946.4134,50.7500332,4.368290112,99.12,128,5,00:20,100,13:57,14:17,170816_1357.409,0.968,1.011,0.985,1.006,-0.006,0.044,1.055,9.22,20,Br,R3,PBl,87.77,11.35,87.74,11.38,0.02,,10.1972,1.00139,0,7.83574,1.01512,100
341,16/08/2017,C410,150206.0775,160189.4456,50.75221794,4.37167115,104.06,128,5,00:20,100,14:24,14:44,170816_1424.410,0.944,1.006,0.985,0.959,-0.047,0.062,1.068,9.089,13,Br,R3,PBl,94.93,9.13,95.1,8.96,-0.17,,6.59447,0.964583,10,5.26512,1.06831,100
342,16/08/2017,C411,150353.1049,160219.5269,50.75248828,4.373754686,100.26,256,5,00:20,100,14:55,15:15,170816_1455.411,0.906,0.976,0.935,0.94,-0.037,0.07,1.047,6.936,14,Br,R3,PTu,98.1,2.16,98.36,1.9,-0.26,,6.04555,1.11666,160,5.18721,0.964583,80
343,16/08/2017,C412,151011.4254,159838.8145,50.74906495,4.383082611,103.73,256,5,00:20,100,15:52,16:12,170816_1552.412,0.958,1.016,1.037,1.019,0.003,0.058,1.074,9.462,19,Br,R3,PTu,85.94,17.79,85.87,17.86,0.07,,10.3273,1.03255,40,7.72262,0.98449,120
344,18/08/2017,C413,151140.4709,160047.1107,50.75093723,4.384911844,107.99,256,6,00:20,101,08:05,08:25,170818_0805.413,0.927,0.975,0.985,0.969,-0.006,0.048,1.024,9.479,33,Br,R3,PTu,93.33,14.66,93.46,14.53,-0.12,,9.45382,0.967873,50,8.03977,0.967873,130
345,18/08/2017,C414,151438.7797,160245.8902,50.75272352,4.389139818,116.08,128,7,00:20,102,08:41,09:02,170818_0841.414,0.906,0.936,0.935,0.943,0.007,0.03,0.965,11.074,17,Ld,R3,PTu,97.59,18.49,97.83,18.25,-0.24,,11.726,0.932296,20,9.00469,0.964583,120
346,18/08/2017,C415,151722.3571,159780.2273,50.74853654,4.393156165,120.55,1128,8,00:20,103,09:20,09:40,170818_0920.415,0.913,0.987,0.985,0.969,-0.018,0.074,1.061,9.171,13,Mal,R3,PTu,93.33,27.22,93.46,27.09,-0.12,,8.82986,0.964583,30,6.43323,1.03255,110
347,18/08/2017,C416,151739.6358,159623.7259,50.74712958,4.393400243,114.25,128,9,00:20,104,09:50,10:10,170818_0950.416,0.938,0.967,0.985,0.979,0.012,0.028,0.995,10.6,22,Br,R3,PTu,91.77,22.48,91.85,22.4,-0.08,,11.3636,0.967873,30,8.85943,0.981144,120
348,18/08/2017,C417,150941.3199,159622.4798,50.74712028,4.382088644,102.41,526,10,00:20,105,10:28,10:48,170818_1028.417,0.985,1.049,1.037,1.046,-0.003,0.064,1.113,9.17,16,Br,R3,PBl,82.33,20.08,82.17,20.24,0.16,,9.42701,1.03607,0,7.02541,1.08296,90
349,18/08/2017,C418,151180.6834,159895.7052,50.74957605,4.38548117,108.51,128,11,00:20,106,10:56,11:16,170818_1056.418,0.945,0.98,0.985,0.979,0,0.034,1.014,8.981,18,Br,R3,PTu,91.77,16.74,91.85,16.66,-0.08,,8.97492,0.967873,20,8.32644,0.98449,70
350,18/08/2017,C419,151531.3553,160102.3947,50.75143329,4.390451095,116.34,128,12,00:20,107,11:24,11:44,170818_1124.419,0.935,0.981,0.985,0.966,-0.015,0.047,1.028,8.734,12,Ld,R3,PTu,93.81,22.53,93.94,22.4,-0.14,,5.78863,0.958038,170,4.90336,0.997989,90
351,18/08/2017,C420,150318.1546,159623.8887,50.74713367,4.373258817,105.23,256,13,00:20,108,12:19,12:39,170818_1219.420,1.036,1.064,1.092,1.065,0.002,0.028,1.092,15.771,35,Br,R3,PBl,79.93,25.3,79.72,25.51,0.21,,16.6669,1.06468,110,14.6279,1.06831,10
352,21/08/2017,C422,148480.4253,160552.6345,50.75548111,4.347215742,106.94,128,5,00:20,100,09:53,10:13,170821_0953.422,1.016,1.062,1.037,1.049,-0.013,0.045,1.107,11.574,16,Ld,R3,PBl,81.94,25,81.77,25.17,0.16,,11.5579,1.05028,130,8.37189,1.05028,40
353,21/08/2017,C423,148479.0794,160982.4579,50.7593451,4.347194955,108.08,128,5,00:20,100,10:18,10:38,170821_1018.423,0.975,1.014,1.037,1.012,-0.002,0.039,1.053,8.876,9,Ld,R3,PBl,86.91,21.17,86.87,21.21,0.04,,8.45307,1.02183,130,6.93915,0.996955,40
354,21/08/2017,C424,148890.6135,159886.8039,50.74949636,4.353030771,79.78,256,5,00:20,100,10:49,11:09,170821_1049.424,1.224,1.299,1.275,1.281,-0.018,0.075,1.375,7.327,30,KoMo,R1,PBl,58.01,21.77,58.42,21.36,-0.41,,8.16822,1.03255,140,7.10191,1.00139,50
355,21/08/2017,C425,149147.2387,159879.184,50.74942827,4.356667176,75.05,128,5,00:20,100,11:14,11:34,170821_1114.425,1.177,1.211,1.211,1.201,-0.01,0.035,1.246,7.803,14,KoMo_Al,R2,PBl,64.4,10.65,65.12,9.93,-0.72,,6.33015,1.18319,40,5.44367,1.21586,150
356,21/08/2017,C426,149407.0079,159608.4588,50.74699482,4.360348508,79.05,128,5,00:20,100,11:41,12:01,170821_1141.426,1.097,1.134,1.15,1.125,-0.009,0.037,1.171,10.255,22,KoMo_Al,R2,PBl,72.13,6.92,72.69,6.36,-0.56,,10.4397,1.14749,140,8.59956,1.11666,70
357,21/08/2017,C427,149040.8436,159654.1961,50.74740553,4.35516011,81.91,256,5,00:20,100,12:11,12:31,170821_1211.427,1.198,1.225,1.211,1.224,-0.001,0.028,1.253,12.551,22,KoMo,R1,PBl,62.58,19.33,63.07,18.84,-0.5,,11.0451,1.23253,20,10.338,1.23253,110
